Common Name;Internal Identifier;Relative Entropy;Reference Entity Count;Entity Count;Query Entity Count;Reference Doc Count;Doc Count;Query Doc Count;Entrez Gene Identifier;GO Identifier;KEGG Identifier;ATC Code;Protein Domain;Protein Family;Cytoband;Chromosome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMP1;HS048016;-0.0005;24617;20;0;8165;5;16648;4312;0005576,5578,5509,4222,8270,7596,44267,30574,22617,50900,19048, 0006508;05200,3320,5219, 05323;;;;11q22.3;11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTGS1;HS051131;-0.0005;21040;26;0;8265;16;16648;5742;0005789,5634,1750,51213,20037,46872,4601,4666,19371,8217,42127,6979, 0006805;01100,4726, 00590;;;;9q32-q33.3;9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGF1R;HS046745;-0.0005;28696;8;0;8228;5;16648;3480;0005901,5887,43231,43005,5524,43559,5158,5520,5010,7409,7420,30010,31017,6955,51389,8286,30238,30879,43066,51898,14065,30335,8284,32467,45740,43410,51897,90031,60740,46777,51291,51262,46328, 0033197;04014,4066,4913,4144,4510,4520,5205,4914,5200,5202,5214,5215,5218,4151,4015,4114, 04730;;;;15q26.3;15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNFSF11;HS055482;-0.0005;29947;17;0;8288;5;16648;8600;0005737,5576,5615,5887,5125,5164,7257,45453,55074,70371,6955,60749,33598,2548,9887,1503,30316,2158,45780,51466,71848,71812,34112,43123,46330,43406,51092,45672,51897,50870,45944, 0051260;05323,4917,4380,4064, 04060;;;;13q14;13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SELE;HS052027;-0.0005;22493;8;0;8411;5;16648;6401;0005901,5905,30863,5615,16021,48471,70492,43274,33691,4888,30029,7202,7596,19722,7157,2523,50901,2687,2092,50727,70555,32496, 0034612;04668,5143,4514, 05144;;;;1q22-q25;1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPARA;HS049697;-0.0005;23710;32;0;7265;9;16648;5465;0005654,8144,4879,8289,43565,3707,8270,35095,70166,8544,6631,15908,7507,42157,32099,45776,10887,45820,10745,1901215,32091,10871,10891,122,2000678,32000,72366,72363,72369,1666,32868,6367, 0042060;03320,4920,5160, 04932;;;;22q13.31;22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL12;HS051965;-0.0005;27476;22;0;7329;10;16648;6387;0009897,5576,5615,8009,45236,1667,8015,7420,7155,6874,70098,6935,7186,7281,8354,6955,50930,8045,1902230,2000107,1569,90026,8064,9615, 0042098;05323,4064,4670,4060,4062,4360, 04672;;;;10q11.1;10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABL1;HS044298;-0.0005;21031;19;0;7332;8;16648;25;0015629,31252,5829,5739,31965,5730,48471,3785,5524,3677,287,30145,4515,4715,70064,30036,6914,7411,7596,7155,6975,38096,45087,8630,6298,42692,71901,48008,43065,51149,51353,50731,2000249,10506,30155,51726,2000145,30100,2001020,6355, 0042770;04110,4014,4360,5200,5220,5206,4722,5130,4012,5131, 05416;;;;9q34.1;9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL3;HS046867;-0.0005;31719;6;0;11038;4;16648;3562;0005615,5135,7267,35162,6955,7399,8284,45740, 0042523;04151,4060,4210,4630,4664,5202,5310, 04640;;;;5q31.1;5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL18;HS046912;-0.0005;31516;22;0;7541;7;16648;3606;0016324,5829,5576,5615,5125,1525,7267,71320,70301,71346,71260,71407,71374,71375,71356,42033,50966,48546,42253,6954,42095,42231,42094,31663,30324,165,30101,1649,42104,2000504,32722,32967,10628,32725,50729,32729,32731,32740,32757,2000256,32819,43525,42346,51142,32930,34105,32760,43117,30155,9409,55093,1666,9314,30431,42088, 0042092;05132,5143,4621,4623,5152,5144,4060,5164,5321,5134, 05323;;;;11q22.2-q22.3;11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ODC1;HS048554;-0.0005;32298;23;0;7577;7;16648;4953;0005829,4586,1822,6596,8284,33387,6521,9615, 0044281;00480,330, 01100;;;;2p25;2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIMP1;HS053028;-0.0005;26114;43;0;8125;14;16648;7076;0005604,5576,31093,46872,8191,7568,43249,22617,43066,51045,1901164,30168,2576,8284,34097, 0043434;04066;;;;Xp11.3-p11.23;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITGB1;HS046978;-0.0005;19787;18;0;9232;5;16648;3688;0001669,34667,34678,34679,5604,9986,32154,5737,9897,30175,5925,30056,14704,30027,42470,45121,35748,31594,55037,1726,42383,3779,46872,42277,46982,1618,7411,30183,7596,7161,55007,1708,34329,2042,33631,6874,6968,71479,71260,71305,30198,82,8354,7156,1701,7229,7159,50900,60135,19048,2000811,31345,8285,45665,43065,30335,8284,10811,45807,43410,45666,10976,50731,32594,51726,8277,50776,14823,42493,34698,71559,9615,45214,70830, 0001894;04512,4015,4145,5130,5140,5410,4514,5133,4810,5205,5100,4670,4510,5145,5131,4360,5200,5222,5414,5412, 04151;;;;10p11.2;10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRCA1;HS052746;-0.0005;41855;5;0;11905;4;16648;672;0070531,31436,5694,8274,5654,5886,30529,1726,50681,3723,3713,44212,15631,4842,8270,30521,71681,7059,6978,724,6633,31572,8630,46600,45717,51573,45892,71158,45739,51571,2000617,2000620,70512,31398,45944,6301,51865,85020,42981,2000145,42127,6359,43627,10212, 0034446;04151,3460,4120, 05206;;;;17q21;17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTR;HS053175;-0.0006;26904;38;0;7892;12;16648;7276;0005737,5576,5615,43234,42562,30198,7603,1523,42572, 0006810;;;;;18q12.1;18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOD1;HS052683;-0.0006;41301;72;0;11612;27;16648;6647;0031410,5829,32839,31012,5615,5759,43025,5634,5777,43234,5507,42803,30346,48365,4784,8270,187,8089,6309,60088,7569,6879,6302,7566,6749,60047,50665,7626,46716,2262,45541,43524,60052,1541,32287,1890,30168,2576,43065,1819,1902177,32930,8217,51881,40014,46620,32314,33081,60087,19430,1975,48678,46688,42493,45471,9408,42542,31667,1895,8090,7605,7283,42554, 0048538;04146,5016,5014, 05020;;;;21q22.11;21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYR;HS053258;-0.0006;24226;8;0;8682;6;16648;7299;0005798,16021,5764,42470,33162,48471,5507,4503,46982,42803,8283,6726,6583,48538, 0007601;00740,350,4916, 01100;;;;11q14.3;11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL5;HS051938;-0.0006;20084;19;0;7867;8;16648;6352;0005737,5576,5615,31726,31729,42056,8009,46817,4435,16004,42803,4672,43621,30298,31584,6816,7267,6874,43623,44344,71346,71347,71407,71356,70098,2407,48245,6887,6954,7159,31663,48246,165,2548,43922,45744,2000110,70233,45071,42119,10535,51928,33634,34112,45089,10759,90026,2000503,14068,14911,48661,70234,10820,42102,45948,42531,45070,43491,51262,2676,9636, 0009615;04623,4620,4060,4621,5120,5142,5168,4668,5020,5164,4062, 05323;;;;17q12;17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLR2;HS053046;-0.0006;29922;12;0;8711;6;16648;7097;0009986,5737,9897,5887,35354,35355,42498,1875,70891,42834,46982,4888,42497,6915,2752,71726,71223,71224,71727,42892,50830,42496,42495,7252,52063,6954,45087,2755,44130,32695,32700,32722,50715,50729,32728,32735,32741,32755,32757,2687,60907,42346,51092,45429,51770,34123,45944,42535,32760,30177,2238,34134,34142,38123, 0038124;04620,5145,5142,5152,5146,5162,5161,5321,5205,5168,5323,4145,4151,5140,5144, 05134;;;;4q32;4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS4A1;HS056334;-0.0006;13239;10;0;7975;8;16648;931;0009897,5887,5730,42113, 0006955;04640;;;;11q12;11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD40;HS056620;-0.0006;23315;32;0;9060;6;16648;958;0035631,9897,5576,43231,4872,4871,42100,6874,71260,51607,2768,6954,30168,30890,43089,2000353,43123,32735,48304,43406,51092,90037,32855,45944,42511,6461,50776, 0051023;04672,4620,5145,5310,4064,5169,4514,5330,5416,5166,4060,5320,5340,5322,5144, 05202;;;;20q12-q13.2;20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MME;HS048015;-0.0006;23786;17;0;8438;7;16648;4311;0030424,5903,30425,5887,44306,8021,4222,42277,8270,2003,50435,44267,71345,71492,71493,46449,1822,6508,90399, 0019233;04614,5010,4974, 04640;;;;3q25.2;3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FASLG;HS046864;-0.0006;28994;10;0;9168;6;16648;356;0005901,60205,9897,5615,70062,5887,43202,5634,48471,5102,6919,60555,60554,7267,30644,33554,48388,8625,6955,6925,70265,16525,122,8284,2000353,45742,43123,43525,2001239,70848,32496,46666,70231, 0006351;04151,4210,4722,4060,4932,4940,5142,5143,5330,5320,5200,5164,5332,5161,4014,5168,4650,5162,4010, 05205;;;;1q23;1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELA;HS051622;-0.0006;19619;14;0;8435;8;16648;5970;0005829,5654,5667,3682,42802,42301,3705,43565,44212,6117,7568,6968,71347,71222,71356,19221,51607,38095,1942,6954,45087,1889,31293,19048,2755,43066,2001237,46627,42177,45892,48011,70431,9887,8284,32332,43123,45084,51092,14040,45944,32481,50727,43200,51591,33590,42493,42542,32868,9612,43278,32495,32570,10224,50852,34166,34134,34138,34142,34146,34162,38123,38124, 0035666;05132,5131,5140,5145,5142,5134,5152,5160,5161,5164,5162,5168,5030,5169,5200,5133,5212,5215,5220,5221,5222,4010,5166,4623,4066,5146,5321,5202,4660,4920,5203,4014,4062,4064,4151,4210,4620,4380,4621,4622,4668,4662,4722,4917,4932, 05120;;;;11q13;11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESR2;HS081890;-0.0006;29922;32;0;8254;10;16648;2100;0005576,5739,5654,1046,30284,34056,4879,48019,5496,3713,8270,7420,7267,60743,30520,60766,30308,50680,122,1764,1541,43065,51091,60740,6367,60065, 0060068;04915, 04917;;;;14q23.2;14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPP1;HS052725;-0.0006;39553;38;0;8374;9;16648;6696;0045177,42995,5615,31988,48471,50840,31214,7155,46697,7566,30198,6954,48685,30593,1649,45780,10811,48545, 0033280;04512,4620,4510, 04151;;;;4q22.1;4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNFRSF1B;HS053080;-0.0006;24272;10;0;8804;8;16648;7133;0005576,16021,45121,43025,5634,48471,5886,43196,5031,71363,71222,6955,6954,50728,51044, 0050779;05014,4920,4060, 04668;;;;1p36.22;1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITGB2;HS046979;-0.0006;29773;10;0;10437;6;16648;3689;0008305,46872,4872,6915,7596,7267,7160,6954,45087,7229,7159,7275,30593,8360,50730, 0034142;04145,5133,5144,4650,4810,5134,4514,5166,5146,5323,5416,5140,4015,4670,5150,4390, 05152;;;;21q22.3;21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUNX2;HS055481;-0.0006;23430;18;0;9095;8;16648;860;0005737,790,5667,5524,3682,3700,44212,30509,48469,71773,2063,48701,35115,1958,45879,45892,42475,2076,1649,2051,8284,32332,45669,1901522,40036,42487,48863,30217, 0006367;05202;;;;6p21;6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HGF;HS046170;-0.0006;54002;37;0;10588;6;16648;3082;0005576,5615,31093,3824,42056,8083,187,60326,35729,1837,48012,1889,7067,51450,43066,43154,1901299,90201,31100,30168,2576,30335,2000573,45669,50731,14068,45944, 0060665;04014,4510,5218,5211,5205,5200,4015,4060,4151, 05144;;;;7q21.1;7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXCR4;HS053606;-0.0006;33274;17;0;9627;7;16648;7852;0031252,9986,16023,5769,9897,30426,16021,5770,5764,5886,3779,16494,15026,32027,43130,1618,187,1667,6915,7420,19722,2407,7204,30260,7281,8354,6954,19048,8045,43217,61351,1764,42119,1569,48714,30334,50920,1666,9615,42098, 0016032;04062,4144,4060,4360,4672, 04670;;;;2q21;2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G6PD;HS044347;-0.0006;23626;8;0;10794;6;16648;2539;0005813,5829,9898,43231,5634,5536,4345,50661,34599,6695,1816,43249,51156,6749,10734,19322,9051,45471,32094,14070, 0046390;01100,480,1200, 00030;;;;Xq28;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCHE;HS051540;-0.0006;31640;43;0;13728;32;16648;590;0005788,5615,16020,5641,3990,1540,4091,19899,44267,19695,50783, 0007271;;;;;3q26.1-q26.2;3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PECAM1;HS049251;-0.0006;20429;8;0;10052;7;16648;5175;0030054,5615,16021,5886,31092,7155,8037,50904,72011,6909,30168,2576, 0007165;05144,4670, 04514;;;;17q23.3;17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANXA5;HS046158;-0.0007;18839;6;0;11178;6;16648;308;0005737,72563,9897,70062,5509,5544,4859,7596,43066,50819,10033, 0007165;;;;;4q27;4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SERPINE1;HS048646;-0.0007;57734;31;0;13384;5;16648;5054;0031012,5615,5886,31093,4867,1525,71222,1300,50829,30198,42730,33629,2000352,1902042,51918,10757,14912,2000098,61044,30168,2576,45766,32757,35491,90026,48260,45944,42127,10469,6367, 0007179;04610,4390,5142,4115, 04066;;;;7q22.1;7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG;HS052993;-0.0007;35679;16;0;11504;6;16648;7038;0005615,42446,15705,31641,7165,30878, 0006590;05320, 04918;;;;8q24;8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASP8;HS054835;-0.0007;21496;21;0;9838;8;16648;841;0031265,44297,5813,5829,31264,45121,5741,43005,30690,5634,97342,97153,6919,1525,6921,71260,97191,7507,45087,97193,30225,19048,43124,1841,70423,43123,45651,1900740,45862,51291,51603,2001239,46677,32025,9409,32355,45471,32496,34612,34138,34142, 0035666;04210,4620,5152,5161,5010,5203,5200,4622,4621,4668,4115,5145,5016,5142,4932,5416,5134, 05168;;;;2q33-q34;2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HMOX1;HS046234;-0.0007;46640;75;0;10021;17;16648;3162;0005901,5829,5789,5615,5730,5634,19899,20037,4392,46872,4630,42803,4871,1525,8219,6879,71276,71456,31670,1935,34101,7588,42167,6788,7243,8630,34383,43392,1902042,2686,32764,43305,43524,43433,48662,45766,45080,43123,48661,45909,51260,45765,8217,51090,43619,43627,42542,35094,7264,44281,14806,55085, 0002246;04978,860,4066, 05206;;;;22q13.1;22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGF2;HS038384;-0.0007;37625;32;0;10062;8;16648;3481;0005576,5615,5886,31093,8083,5159,43539,30546,44267,6006,38028,1503,30168,2576,42104,51781,2000467,45725,46628,43410,45840,50731,51897,6349,6355, 0001501;05205;;;;11p15.5;11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LYZ;HS047805;-0.0007;45307;10;0;21203;4;16648;4069;0005615,3796,16998,19835,42742, 0006954;04970;;;;12q15;12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGTR1;HS042788;-0.0007;22949;22;0;9506;11;16648;185;0005887,10698,1596,4945,19722,60326,51482,1822,34374,32270,10873,50729,10744,33864,32430,2000379,2034,1558,42127,35813,19229,42312,2018, 0007266;04261,4080,4270,4020, 04614;;;;3q24;3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUSB;HS046015;-0.0007;16810;34;0;10638;19;16648;2990;0043202,4566,5975,30214, 0044281;00040,500,860,983,1100,4142, 00531;;;;7q21.11;7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDH2;HS047936;-0.0007;17051;11;0;10405;8;16648;4191;0005743,5759,5634,5886,30060,46554,44262,6094,6475,6108,6734,6107, 0006099;00620,20,1200,630, 01100;;;;7cen-q22;7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD44;HS056634;-0.0007;35503;24;0;12247;7;16648;960;0016323,9986,9897,5887,5518,5540,4415,60442,1658,5975,51216,7160,44344,30198,30214,60333,70487,43066,43154,43518,1902166,70374,10628,34116,1900625,33138,50731,44281,16055, 0002246;05169,4512,5131,4640,5206, 05205;;;;11p13;11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RHO;HS051660;-0.0007;26541;13;0;10170;12;16648;6010;0005794,5887,97381,60342,42622,30867,4930,46872,9881,16918,6468,18298,9585,22400,60041,1523,16056, 0007601;04744;;;;3q21-q24;3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SERPINC1;HS081907;-0.0007;20351;15;0;10342;11;16648;462;0005615,5886,8201,4867,7596,50728,2000266,30162, 0007584;04610;;;;1q25.1;1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F7;HS043203;-0.0007;36891;43;0;10526;15;16648;2155;0005788,5576,5615,5796,5886,31982,5509,4252,7598,7623,31100,17187,30194,2690,10641,50927,51897,43687,6508,43627,60416, 0032571;04610;;;;13q34;13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
